col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Murytub,XXXVIII,VII,CXLVIII,Quinarius,VI,VI,CXCII
Muniv,XXXVI,I,XXIII,Denarius,VII,VIII,DXLIV
Suilis,XXXV,V,X,Denarius,VII,XXVI,MMMCCXXVII
Murytub,XXXVIII,VIII,CLXVIII,Denarius,VI,XXVI,DLXXV
Munarg,XXXVII,VIII,CII,Denarius,VII,V,CCLX
Murytub,XXXV,II,CXCVI,Denarius,IV,XVIII,DCCXIII
Munarg,XXXV,X,CXXVI,Denarius,VII,VII,CCCLVI
Murytub,XXXIX,I,CXLIV,Quinarius,V,XVII,CXL
Murytub,XXXV,VI,CXXXVII,Quinarius,VI,XXV,CCCXL
Muniv,XXXV,VI,XXVIII,Quinarius,VIII,VIII,CCXXXII
Munarg,XXXV,VII,CXXXII,Denarius,VI,XXVI,CCCLX
Suilis,XXXIX,X,XII,Quinarius,V,VIII,DCCLXIV
Muniv,XL,IV,XXXI,Aureus,IV,IX,V
Murytub,XXXIX,X,CXLVI,Denarius,VI,XX,DXLVII
Muniv,XXXVI,I,XXVII,Quinarius,V,XIX,CCLXIII
Munarg,XXXVII,IV,CXXII,Denarius,V,I,CCLXV
Munarg,XXXVIII,XII,CLIX,Quinarius,VI,XVII,LXV
Murytub,XXXVI,II,CXXIII,Denarius,III,III,DCLXXXIX
Suilis,XXXVII,V,XLII,Denarius,V,XV,MMMDCCLIII
Munarg,XXXVIII,VI,CLXXIV,Quinarius,VI,X,CXV
Muniv,XXXV,II,XXI,Denarius,VI,XXI,CDLXXIV
Munarg,XXXIX,IX,CXXXIII,Quinarius,V,XV,LXXX
Suilis,XXXV,XI,XII,Denarius,IV,XXI,MMMCCLXXXIV
Munarg,XXXVI,XII,CXLIX,Denarius,I,II,CDVI
Munarg,XXXVIII,I,CIV,Aureus,VIII,XVI,III
Murytub,XL,X,CXXXIII,Aureus,IV,XXII,IV
Munarg,XXXIX,III,CLXI,Denarius,VI,III,CCCLXXXVII
Munarg,XXXVI,XI,CLXV,Denarius,VI,IX,CCCXLIII
Munarg,XL,X,CXLIII,Denarius,VIII,XIII,CCXVII
Muniv,XL,X,XXIII,Aureus,VII,XVI,IV
Murytub,XXXVII,II,CLXXVII,Quinarius,VI,XVII,CCLXV
Munarg,XXXVII,I,CXLIX,Aureus,X,XXIX,III
Munarg,XXXVI,VIII,CXLI,Denarius,VIII,XXVIII,CCLXVI
Suilis,XXXIX,II,XXIX,Quinarius,VII,VI,CMXL
Muniv,XXXVIII,IV,XXIV,Quinarius,V,XXII,CLXXXI
Munarg,XXXV,VIII,CXXIII,Quinarius,IX,II,CXCIII
Munarg,XXXVIII,IV,CXXX,Quinarius,V,XXVI,XCV
Muniv,XXXVII,VI,XXV,Aureus,VII,XXI,V
Atamora,XXXVIII,III,X,Quinarius,V,XXVI,DCXC
Atamora,XXXVI,IV,XI,Denarius,III,XXIII,MMDCCCLIV
Munarg,XXXVI,II,CXXXI,Aureus,VI,VII,IV
Murytub,XL,VIII,CIV,Denarius,V,XXI,DX
Murytub,XL,I,CLXXII,Denarius,V,XVI,DCVII
Munarg,XXXVI,X,CLXXXIII,Denarius,VIII,XIV,CCCLVII
Muniv,XXXVIII,IX,XX,Quinarius,II,VIII,CLIX
Munarg,XXXVI,VII,CLXIX,Denarius,VII,VI,CCLXXIV
Muniv,XXXVII,III,XXII,Denarius,VI,XVII,DLXVI
Munarg,XXXVIII,I,CLIV,Denarius,VI,IX,CCCLIX
Murytub,XXXVI,X,CI,Denarius,IX,XXV,DCLIII
Munarg,XXXV,IV,CXCI,Quinarius,VI,XXVI,CLXXXIX
Murytub,XXXVIII,VIII,CLXXXIX,Denarius,VI,XXXI,DCXVII
Muniv,XXXVI,IV,XXIX,Quinarius,VIII,XIII,CCXXI
Murytub,XXXVI,XII,CXXX,Denarius,IV,XXI,DCLXXVIII
Munarg,XL,VI,CXXXIX,Quinarius,V,V,LXXXVIII
Muniv,XXXVI,VI,XXI,Denarius,VIII,XII,DXVII
Murytub,XXXIX,I,CLXIII,Denarius,VII,XV,DCXVIII
Murytub,XXXVI,VIII,CXIV,Quinarius,III,IV,CCLXXII
Muniv,XXXVI,VI,XXXI,Denarius,VII,VII,CDXCIII
Suilis,XXXIX,IV,XXVI,Denarius,V,XII,MMMCMXXI
Murytub,XXXV,V,CXLVI,Quinarius,VIII,XXII,CCCXL
Munarg,XXXVIII,VII,CLXXXI,Denarius,VII,XVIII,CCXXXII
Murytub,XXXV,III,CLXXVIII,Quinarius,VII,XXI,CCCXVI
Murytub,XXXVIII,III,CXLIX,Quinarius,V,X,CLXXIX
Munarg,XXXVII,IV,CXXXIII,Aureus,VI,XXVII,III
Munarg,XXXVI,III,CXXVIII,Quinarius,X,XII,CLXIII
Murytub,XXXV,VII,CXXXV,Quinarius,VI,XXV,CCCLXXXIII
Munarg,XXXVIII,VII,CLXXVI,Denarius,IX,XXXI,CDXXXVIII
Munarg,XL,IX,CXXIX,Quinarius,V,XXIII,XLVIII
Muniv,XXXVIII,V,XXVIII,Quinarius,VI,XII,CLXIII
Munarg,XL,I,CXXXIX,Quinarius,V,XXIV,LV
Muniv,XXXVI,XI,XXII,Denarius,VI,XXVIII,DXIV
Murytub,XXXVII,XII,CXLVII,Denarius,III,XVI,DCLIII
Munarg,XXXV,VII,CLXXIX,Aureus,VII,VIII,IV
Murytub,XXXV,IX,CXCVII,Denarius,VI,VII,DCLXXIX
Murytub,XXXIX,I,CLXXXVII,Denarius,V,XII,DCXXIII
Murytub,XXXIX,IX,CXLVI,Denarius,V,XIX,DCXXIII
Munarg,XXXVIII,V,CLX,Denarius,V,VI,CCCLIV
Munarg,XL,II,CXXVII,Quinarius,VII,XVIII,XCII
Munarg,XXXVI,IX,CIX,Denarius,V,XV,CDVII
Murytub,XXXVIII,I,CCV,Denarius,VI,XXVII,DCLXX
Muniv,XXXVI,I,XXIV,Denarius,V,XXIX,CDLXIX
Murytub,XL,XI,CLXXXIII,Denarius,VII,XIII,DXLVIII
Murytub,XXXVI,VIII,CVII,Denarius,VIII,VIII,DCXL
Munarg,XXXVII,IX,CXVI,Denarius,VII,VIII,CCCLXXXIV
Suilis,XXXVI,VII,XII,Quinarius,VII,XXIX,MDIX
Murytub,XXXIX,III,CXLII,Denarius,V,XXIII,DCII
Munarg,XXXIX,VI,CXCVIII,Quinarius,IV,V,CI
Muniv,XXXV,III,XXVI,Quinarius,IX,II,CCXXXIX
Munarg,XXXVI,VIII,CXLIV,Denarius,VI,XVIII,CCCXXIX
Murytub,XXXVI,III,CXLIX,Aureus,VI,XVII,VII
Munarg,XXXIX,VII,CLXXXIV,Denarius,VII,XI,CCLV
Munarg,XXXVII,VII,CLVI,Denarius,VII,XXII,CCCIV
Muniv,XXXVI,I,XXVII,Denarius,IV,VII,DVII
Muniv,XXXVI,I,XXIII,Quinarius,V,XIII,CCXLVI
Muniv,XXXV,VIII,XXVII,Denarius,VI,XXI,DLXVI
Murytub,XXXIX,VI,CXLIV,Denarius,VI,XIII,DXCI
Munarg,XL,VI,CLXXX,Quinarius,IV,IX,LIV
Munarg,XL,X,CLXXVIII,Quinarius,V,XXVIII,XXXV
Munarg,XXXVII,X,CXLVII,Quinarius,V,XV,CLVII
Munarg,XXXIX,III,CXLVII,Denarius,VI,XXVIII,CCCXLVI
Murytub,XL,IX,XCII,Denarius,IV,III,DLXXV
Murytub,XXXV,I,CCVII,Denarius,IX,XIX,DCXCVI
Munarg,XXXIX,V,CIII,Denarius,V,VII,CCXXVIII
Murytub,XXXVI,XII,CXXXIV,Denarius,VI,XXII,DCX
Munarg,XXXVIII,I,CXXII,Denarius,V,VI,CDXLI
Murytub,XXXIX,IX,CLV,Denarius,VII,XXVI,DLXXIV
Suilis,XLI,I,XVI,Denarius,VI,I,MMMDCCCLXXX
Murytub,XXXVII,VII,CLXXV,Quinarius,IV,XVII,CCCXLVIII
Atamora,XL,VIII,VI,Denarius,II,IX,MMCCCV
Muniv,XXXVIII,VI,XXV,Aureus,VII,VI,VI
Suilis,XXXVI,VII,XXI,Quinarius,VI,XXII,MCDLVIII
Munarg,XL,XI,CXXXVIII,Aureus,VI,I,II
Munarg,XL,I,CLXXXI,Denarius,VI,XXI,CCXXXV
Munarg,XXXVII,XI,CXX,Denarius,VII,XIII,CCCXIII
Murytub,XXXV,VII,CIV,Denarius,V,XXII,DCC
Munarg,XXXVI,I,CXXV,Aureus,VII,IX,IV
Murytub,XXXVII,XI,CCLV,Denarius,VI,XXV,DLXXIV
Munarg,XL,VI,CLVII,Denarius,VII,XV,CCXX
Munarg,XXXVII,VIII,CLXXXIV,Denarius,IV,VIII,CDXXI
Muniv,XXXV,I,XXII,Denarius,V,XVIII,CDXCIX
Murytub,XXXVII,X,CXLIV,Denarius,VII,I,DCLXIV
Murytub,XXXVI,IV,XC,Quinarius,IV,XXI,CCXCIX
Murytub,XL,VII,CCLV,Denarius,V,XVII,DLXXXIX
Munarg,XL,VIII,CLXXXII,Quinarius,VII,XVII,L
Munarg,XXXVII,V,CLIX,Quinarius,IV,XXX,CXXI
Munarg,XXXVIII,I,CXIX,Quinarius,III,XXI,CXXXIII
Murytub,XXXIX,I,CLXXV,Aureus,VIII,II,V
Murytub,XXXVII,III,CLXXXIII,Denarius,X,IV,DCXXI
Munarg,XXXV,XII,CLXXXVI,Denarius,VI,XXVI,CCCVIII
Munarg,XXXVII,IV,CIX,Aureus,V,XVIII,III
Murytub,XXXVI,XI,CLXIV,Denarius,III,X,DCXXXVIII
Munarg,XXXVIII,XII,CXXXVII,Denarius,VI,XXI,CCXVIII
Muniv,XXXVII,I,XIV,Denarius,III,XIX,CDLXXIX
Munarg,XXXVI,VII,CXVII,Denarius,V,XXV,CCCXCIX
Munarg,XXXIX,III,CVIII,Denarius,VIII,XXVII,CD
Muniv,XL,II,XXVI,Denarius,VII,III,DXCVII
Muniv,XXXIX,VI,XXIX,Denarius,IV,XIV,DLXXVIII
Murytub,XXXVI,X,CLXII,Denarius,VII,XVII,DCLXIV
Muniv,XXXVIII,VI,XXVII,Quinarius,IV,XIX,CLXVI
Murytub,XXXV,I,CLVIII,Quinarius,III,XXII,CDXIII
Muniv,XXXVIII,IV,XXIX,Denarius,VII,XVI,DVIII
Muniv,XXXVII,VI,XXI,Quinarius,V,XXVIII,CLXXIX
Murytub,XXXVI,XII,CXC,Denarius,VIII,XX,DCVIII
Muniv,XXXVI,XI,XXII,Denarius,VII,IV,CDLXVII
Murytub,XXXV,XI,CLXXII,Denarius,V,XIV,DCXCIV
Muniv,XL,V,XXIV,Quinarius,VII,XI,CII
Atamora,XXXVIII,II,XIII,Denarius,VIII,X,MMMCVII
Atamora,XXXV,V,X,Denarius,V,II,MMMDCCLII
Muniv,XXXVI,VI,XXIX,Quinarius,V,XXVII,CCXLVIII
Munarg,XXXIX,IV,CXXVIII,Denarius,V,XXVIII,CCXXX
Munarg,XXXVII,X,CXXXV,Denarius,IV,XXX,CCLXV
Muniv,XXXVI,II,XXIII,Denarius,VIII,XII,CDLXXXVII
Muniv,XXXV,I,XXII,Denarius,IV,XXXI,CDLXXIV
Munarg,XXXIX,X,CXII,Quinarius,VI,II,XC
Murytub,XXXVIII,III,CLXVII,Quinarius,IV,III,CLXXV
Munarg,XXXV,II,C,Quinarius,VII,XXIV,CLXI
Munarg,XXXV,X,CLXVI,Aureus,VIII,XXX,V
Munarg,XL,IX,CLXXXIII,Quinarius,V,XXIII,XXXVIII
Muniv,XXXVIII,IX,XXX,Quinarius,IX,XXIV,CXLI
Munarg,XXXV,V,CLXXVI,Denarius,VIII,XXIX,CCCXVIII
Munarg,XXXVIII,IV,CLXXVI,Quinarius,IV,VIII,CVII
Munarg,XXXVII,V,CLXX,Denarius,VII,V,CCCXCVIII
Atamora,XXXVIII,IV,VIII,Denarius,III,XVII,MMMCCXVII
Muniv,XXXVII,XI,XXIV,Denarius,V,VI,CDXXXII
Munarg,XXXVI,VI,CXCII,Denarius,V,XXIII,CCCXXII
Munarg,XL,XI,CLXIV,Quinarius,IX,XXIV,XCV
Atamora,XXXIX,XII,XI,Denarius,VIII,II,MMCDLXXXVIII
Munarg,XXXV,IV,CLXXXII,Aureus,VI,XXI,IV
Munarg,XXXVII,VIII,CLXXX,Quinarius,II,II,CXLIV
Muniv,XXXVII,XII,XXVI,Quinarius,V,XII,CLXIX
Muniv,XXXIX,X,XXVI,Quinarius,V,XVI,C
Munarg,XXXVII,VIII,CXCIV,Denarius,VII,XI,CCLXXII
Murytub,XXXVII,VII,CLXXXIII,Quinarius,V,XXV,CCCXLIV
Murytub,XXXV,I,CLXXIX,Denarius,VIII,XXIV,DCCXXVII
Munarg,XXXV,III,CLX,Denarius,VII,III,CCCVI
Murytub,XL,IV,CLXXXVII,Quinarius,VII,XXIV,CVI
Muniv,XXXVIII,X,XXXV,Denarius,IV,XXIV,DLV
Murytub,XXXVIII,VIII,CC,Denarius,VII,XI,DCXX
Murytub,XL,V,CXXIV,Denarius,VI,XVI,DXCI
Murytub,XXXIX,I,CLXXXIII,Quinarius,VIII,XVIII,CXXXVIII
Muniv,XXXIX,V,XXV,Quinarius,VII,III,XCIV
Suilis,XXXVII,III,XI,Quinarius,V,XVI,MDIII
Suilis,XXXVIII,XI,XI,Denarius,V,VIII,MMMDCCCXCII
Munarg,XXXVII,XII,CXXXV,Denarius,V,XII,CCCXCVIII
Murytub,XXXVII,V,CLXXIV,Quinarius,VII,XXI,CCCLXXVII
Atamora,XL,I,XII,Quinarius,V,XXIX,DCCXVI
Murytub,XL,X,CCXXV,Denarius,IX,XXV,DXL
Munarg,XXXVII,V,CXCII,Quinarius,III,VI,CLXIII
Munarg,XXXVIII,XII,CLXXII,Denarius,IV,IX,CDLV
Murytub,XXXVI,VIII,CLXIX,Denarius,VII,VII,DCXIV
Muniv,XXXIX,IX,XX,Denarius,V,XV,DXXII
Murytub,XXXIX,VII,CXLVII,Denarius,V,IX,DLXVII
Munarg,XL,XII,CXXVIII,Denarius,VII,XIV,CDXXXIII
Murytub,XXXVII,X,CCV,Quinarius,IX,XX,CCLV
Suilis,XXXIX,VII,XXXIII,Denarius,VI,XX,MMMDCLXVII
Muniv,XL,VII,XXX,Aureus,VIII,XXVIII,IV
Munarg,XXXVIII,VII,CXLVI,Quinarius,IV,XXIX,LXXV
Munarg,XL,IX,CLXXXVII,Quinarius,V,XXIII,XCVII
Munarg,XXXVII,VI,CXVI,Denarius,VIII,XII,CCCL
Munarg,XXXVII,II,CLXI,Quinarius,VI,XI,CXXIII
Murytub,XXXVI,XI,CXCVI,Denarius,VI,XIII,DC
Murytub,XXXVII,VII,CLIII,Denarius,VII,XXIII,CMXXXIII
Muniv,XXXIX,I,XXXIII,Quinarius,VIII,XXIV,CXXXIII
Murytub,XXXV,V,CCVII,Quinarius,IX,XXVIII,CCCXXIX
Munarg,XXXV,IX,CLI,Aureus,VI,XXI,V
Murytub,XXXVII,V,CLXXXIII,Quinarius,VII,V,CCCLXIV
Murytub,XXXV,I,CXCII,Denarius,VI,XXIII,DCCXIV
Munarg,XXXVI,VIII,CLX,Denarius,VI,XIX,CCCXXXV
Munarg,XXXIX,V,CXLI,Quinarius,VI,XVIII,LV
Munarg,XXXIX,I,CLVI,Aureus,VII,XXXI,III
Murytub,XL,IX,CXXXV,Denarius,V,X,DLXXXV
Murytub,XXXV,X,CXLVIII,Quinarius,V,XIV,CCCLIX
Murytub,XXXVI,V,CXXIII,Denarius,VII,V,DCLXXV
Munarg,XXXVIII,IX,CLXV,Denarius,V,III,CDXVI
Murytub,XXXIX,IX,CXLVI,Denarius,VI,II,DCVIII
Munarg,XXXVIII,V,CLVII,Denarius,VII,XIX,CCCLXXXV
Atamora,XXXV,VII,IX,Denarius,V,XXVII,MMMDCCXCIX
Murytub,XXXIX,VI,CLVIII,Denarius,IV,XXI,DCIII
Munarg,XXXV,I,CLXV,Denarius,III,III,CCCLXXXII
Munarg,XXXVIII,IV,CLVII,Quinarius,VIII,X,CXXVIII
Murytub,XXXVIII,IV,CXL,Denarius,VII,XXIV,DCXLVIII
Murytub,XXXVII,XII,CXXXVI,Denarius,IV,XXX,DCXLVII
Murytub,XXXVIII,III,CXLIV,Denarius,VIII,XVI,DLXXXVI
Munarg,XXXVIII,IX,CXCVII,Quinarius,X,XIV,LXXVIII
Murytub,XXXVIII,VIII,CXLVIII,Quinarius,V,III,CLXVIII
Murytub,XXXV,X,CXX,Denarius,VIII,I,DCLX
Munarg,XL,IV,CXXVI,Quinarius,IV,II,LXXXVI
Munarg,XXXVIII,VIII,CXIII,Denarius,V,V,CCCLIX
Munarg,XXXVI,XI,CXCII,Denarius,III,XXV,CCCXXXII
Murytub,XXXVI,XI,CXXXIX,Quinarius,VII,V,CCLXIII
Muniv,XXXVIII,I,XXVI,Aureus,VIII,XXVIII,IV
Munarg,XXXV,VII,CLXV,Quinarius,IV,XXX,CLXXV
Murytub,XXXVI,VII,CLXI,Denarius,VII,XXIX,DCXCVI
Muniv,XXXVI,VII,XXV,Denarius,VI,XVIII,CDLXXIX
Munarg,XXXVI,V,CXCV,Denarius,V,XIX,CCCXL
Murytub,XXXV,XII,CCI,Denarius,VI,XXI,DCX
Munarg,XXXVIII,X,CXLII,Denarius,IV,XXX,CDXXV
Munarg,XXXV,IX,CXCIV,Denarius,VIII,XV,CCCLII
Murytub,XXXV,XII,CLVII,Quinarius,VI,X,CCCXXXIII
Munarg,XXXVII,XI,CXXVII,Aureus,VIII,XXII,IV
Munarg,XXXVIII,VII,CLXXXI,Quinarius,II,VIII,LXXIII
Munarg,XXXV,XII,CXCI,Denarius,VI,XI,CCCXLVII
Munarg,XXXV,VII,CLXXX,Quinarius,VIII,XIX,CLII
Murytub,XL,V,CV,Denarius,VI,XVI,DXXVIII
Murytub,XL,I,CLXIV,Quinarius,V,XXIV,CXXXIV
Muniv,XXXV,III,XIX,Denarius,VI,XVIII,CDLXXVIII
Murytub,XL,X,CLXXII,Denarius,VIII,V,DXLVIII
Munarg,XXXVIII,IV,CVI,Denarius,IV,XXI,CCCXLVI
Muniv,XXXVIII,VI,XXVII,Denarius,VII,XXI,CDLXIX
Murytub,XL,II,CLXXXII,Quinarius,V,I,CXXXVI
Suilis,XXXVIII,I,XI,Denarius,VI,XXVII,MMMDCCLXII
Murytub,XL,I,CXCVI,Denarius,VIII,III,DLX
Muniv,XXXV,III,XXIII,Quinarius,VII,IV,CCXLII
Munarg,XXXIX,XI,CLIV,Denarius,X,VI,CCVIII
Munarg,XXXV,IX,CLXXXIII,Denarius,VI,XX,CCCVIII
Munarg,XL,VI,CVIII,Quinarius,VI,XVI,LIII
Munarg,XXXVII,IV,CIII,Denarius,VIII,III,CCCXLIII
Munarg,XL,IX,CLVII,Aureus,VII,XXVII,III
Munarg,XXXIX,II,CI,Denarius,VI,XVI,CCXXIII
Munarg,XXXVIII,III,CLVII,Denarius,VII,XIX,CCLIII
Munarg,XXXVIII,II,CLXV,Denarius,VII,XIX,CDXLIV
Munarg,XXXIX,IX,CXIII,Denarius,VI,XI,CDXXII
Murytub,XXXVIII,X,CLXXXVI,Quinarius,VI,I,CLXI
Murytub,XXXIX,XII,CCXV,Denarius,VII,XXII,DLXXXIV
Murytub,XXXIX,IX,CLXI,Denarius,VI,V,DCX
Munarg,XXXIX,VII,CXXII,Denarius,VII,V,CCLXVI
Murytub,XXXIX,III,CXCV,Quinarius,VI,XIV,CXXXII
Munarg,XXXV,VI,CXXXIX,Denarius,VI,XXX,CCCLXXXVII
Murytub,XXXV,II,CXLIV,Quinarius,V,XIX,CCCXXX
Murytub,XXXVII,VII,CLXXVII,Denarius,VII,XVIII,DCCCXCIX
Muniv,XL,IX,XXIII,Aureus,VII,XVIII,IV
Murytub,XXXVIII,II,CCXV,Quinarius,IV,XVI,CLXXXVII
Munarg,XXXVI,VIII,CIII,Quinarius,VIII,XVI,CLVII
Murytub,XL,V,CXXIX,Aureus,V,XXIV,V
Murytub,XL,V,CLXXII,Denarius,VI,XVI,DLXXII
Murytub,XL,IV,LXXXVI,Quinarius,VII,XVII,CXXI
Murytub,XXXVII,I,CLVI,Denarius,VIII,XXIV,DLXXXII
Suilis,XXXIX,XII,XXIX,Denarius,V,XXXI,MMMDLXX
Munarg,XXXV,X,CXLIX,Denarius,IV,XXIV,CCCLXX
Atamora,XXXVI,VI,IX,Denarius,VIII,XII,MMMXXI
Murytub,XXXVII,II,CLXXIII,Denarius,VIII,XXIII,DCCV
Munarg,XXXVII,XII,CXCIV,Denarius,V,XII,CCLXV
Muniv,XXXIX,X,XXI,Quinarius,VII,IV,CXIV
Munarg,XXXVII,IX,CXI,Quinarius,VI,XXIV,CIX
Munarg,XXXVI,III,CLIX,Denarius,VI,XVII,CCCXX
Munarg,XXXVI,III,CLII,Quinarius,VII,II,CXLII
Muniv,XXXVI,V,XXX,Denarius,VI,XIII,CDXXIII
Munarg,XL,I,CXC,Quinarius,VII,XXXI,XCI
Murytub,XL,I,CXLIX,Denarius,II,XVIII,DLXIX
Suilis,XXXVI,IV,X,Denarius,IV,X,MMMCXLV
Muniv,XXXV,XII,XX,Quinarius,IV,XXII,CCLII
Munarg,XL,VIII,CXXI,Denarius,VII,IV,CDLVIII
Munarg,XXXVII,XI,CLXXVIII,Denarius,VI,XXVI,CCCXXXIX
Murytub,XXXVII,IX,CLXIX,Denarius,V,IV,DCCXLIV
Munarg,XXXVIII,III,CXXXIII,Quinarius,IV,III,LXXXVII
Muniv,XL,XI,XXVIII,Quinarius,V,V,XCVII
Murytub,XXXIX,V,CLXXIII,Quinarius,VI,II,CXXI
Murytub,XL,V,CCIV,Quinarius,VI,I,CVII
Munarg,XXXVI,VI,CLXXXIII,Denarius,VI,XXVI,CCLXXX
Atamora,XXXVIII,II,VIII,Quinarius,V,XXVIII,DCLXXIII
Munarg,XL,X,CX,Aureus,IX,XXIV,III
Muniv,XXXVIII,XII,XXX,Denarius,IX,XXIII,DXXXVIII
Munarg,XXXVII,X,CLXXXI,Denarius,V,XV,CCCLXXXIII
Murytub,XXXIX,II,CLII,Aureus,VI,XXII,VI
Munarg,XXXIX,II,CXXIX,Denarius,III,III,CCXVI
Murytub,XXXVII,X,CXLI,Quinarius,VII,X,CCXXVI
Munarg,XXXVIII,V,CXXXV,Quinarius,V,XIV,LXXXI
Suilis,XL,II,XVI,Quinarius,VI,XXVI,DCCCXVI
Muniv,XXXIX,V,XXVI,Denarius,VII,V,DCXII
Muniv,XXXV,VII,XXV,Quinarius,V,XXII,CCLXII
Munarg,XXXIX,XII,CXXXIX,Denarius,VII,XXII,CC
Murytub,XXXVII,VI,CXLIX,Quinarius,V,XXII,CCCXXXIX
Murytub,XXXVIII,IX,CXXXII,Denarius,V,V,DCXXXVI
Munarg,XXXV,II,CLXXIII,Quinarius,IV,XVIII,CLVII
Munarg,XL,IX,CLXXVIII,Denarius,V,XVI,CDXXXVI
Murytub,XXXVII,X,CLXXXIV,Aureus,VI,VII,VII
Munarg,XXXVIII,VII,CXX,Denarius,VI,XXIII,CCCLXXXIII
Munarg,XXXVII,III,CIII,Denarius,V,XIII,CCLXV
Muniv,XL,VIII,XXXIII,Denarius,V,XIII,CDLXIX
Munarg,XXXIX,X,CIV,Denarius,VIII,XXIX,CCXXXIX
Atamora,XXXVIII,X,VIII,Quinarius,IV,XXIV,DCCLXXVI
Munarg,XL,X,CI,Aureus,VI,VII,II
Munarg,XXXIX,VIII,CLXXXVIII,Quinarius,VIII,XV,LXIII
Munarg,XXXV,VI,CXLI,Quinarius,VI,XIX,CLXXXII
Munarg,XXXVII,I,CXXIII,Denarius,VII,XX,CCCXLVII
Munarg,XXXVIII,I,CXLVIII,Denarius,VIII,XXVIII,CDXV
Munarg,XL,X,CXCII,Denarius,VI,XIV,CDLXIX
Munarg,XXXVIII,IV,CLII,Denarius,VII,I,CCXLI
Atamora,XL,IX,VIII,Denarius,IX,XI,MMCLII
Murytub,XXXVII,V,CXLII,Denarius,VI,XIV,CMIV
Murytub,XL,IX,CLVIII,Denarius,VII,VIII,DLXXX
Muniv,XXXVII,IX,XXIX,Denarius,V,XXVIII,DVIII
Muniv,XL,XII,XXVI,Quinarius,VI,VI,LXXXIX
Munarg,XXXV,IV,CXXX,Denarius,V,I,CCCLXXIX
Munarg,XXXVII,VII,CXXXVI,Denarius,V,X,CCCV
Muniv,XL,IX,XXXI,Denarius,VII,VIII,DIX
Munarg,XXXIX,VII,CXXXIII,Quinarius,VII,II,LXI
Murytub,XL,VI,CLXXIII,Aureus,VIII,XXI,V
Muniv,XXXVII,X,XXII,Denarius,IX,XX,CDXXXVII
Muniv,XXXV,III,XXXI,Quinarius,VI,XII,CCX
Muniv,XXXVII,VI,XXIX,Denarius,VII,IX,DLXIX
Munarg,XXXVIII,X,CXXIV,Denarius,V,VII,CCCXCIX
Muniv,XXXVI,VIII,XXXVI,Denarius,VI,XVII,CDLXIII
Murytub,XXXIX,I,CLXXVIII,Quinarius,IV,XIII,CXL
Munarg,XXXVI,IX,CLXXXV,Denarius,VI,II,CCCLXIV
Munarg,XXXV,IX,CLXXXIV,Denarius,VII,XIII,CDVI
Muniv,XXXVI,III,XXXII,Denarius,VII,XXVIII,DXLIII
Munarg,XL,X,CXCII,Denarius,IX,XXIV,CXCIX
Munarg,XXXVII,XI,CLII,Denarius,V,VIII,CCXLVI
Murytub,XXXV,IV,CLXXXIII,Quinarius,IX,II,CCCXIX
Murytub,XXXVII,XII,CLVII,Denarius,IV,XX,DLXXVI
Munarg,XXXVII,VI,CLIII,Quinarius,VI,V,CXL
Munarg,XXXIX,XI,CLXXXI,Denarius,VI,XXVII,CDXLIV
Munarg,XXXVII,V,CLXXXIX,Denarius,VII,IX,CDV
Murytub,XXXIX,X,CXLVII,Denarius,VI,XX,DLXXXII
Muniv,XXXVI,V,XXV,Quinarius,IV,XXX,CCXXXIV
Munarg,XXXIX,XI,CLXXI,Denarius,X,VI,CDXVI
Munarg,XXXVI,VII,CXCVI,Quinarius,VII,XXIII,CXXIV
Murytub,XXXVIII,IX,CXLII,Quinarius,V,XXI,CLX
Muniv,XXXVIII,XI,XXVI,Denarius,VIII,XIX,DLXX
Murytub,XXXIX,VIII,CXLVIII,Quinarius,V,XXIII,CXXXVI
Murytub,XXXV,XII,CXX,Quinarius,V,XXXI,CCCXII
Munarg,XL,II,CIX,Denarius,VI,VI,CCVI
Muniv,XXXVI,VIII,XXVII,Denarius,IV,XXIII,DXVII
Suilis,XXXVIII,I,XXIII,Denarius,VI,XIII,MMMDCIV
Munarg,XXXVI,IV,CXCIII,Denarius,VII,IX,CCCLXI
Munarg,XL,VI,CXXXV,Quinarius,V,V,XLIX
Murytub,XXXVIII,V,CLXXIII,Denarius,IX,XXIV,DCL
Suilis,XXXVIII,IX,XII,Denarius,VII,XVIII,MMMDCCCXXVII
Munarg,XXXV,VI,CLVII,Denarius,VI,XI,CCCXVII
Munarg,XXXV,XII,CXLI,Denarius,IV,XIV,CCCLXXXI
Murytub,XXXVII,X,CLV,Quinarius,VI,XXII,CCXXXI
Munarg,XXXVIII,XII,CLXIV,Denarius,III,VI,CDXLI
Atamora,XXXVII,VII,VIII,Denarius,VII,XXIII,MMLXXVII
Suilis,XXXVI,IX,XXVI,Denarius,VI,XI,MMMCDXLV
Munarg,XL,IV,CXXX,Denarius,VI,XXI,CDIV
Muniv,XXXVI,IV,XXIX,Quinarius,IV,XXI,CCI
Murytub,XXXVI,XI,CXXXI,Quinarius,V,XXI,CCLXII
Munarg,XXXVII,V,CXLIII,Denarius,VII,XXI,CCXLIX
Muniv,XXXVI,V,XXXV,Aureus,VI,XX,VI
Murytub,XXXVI,VI,CXXXVI,Quinarius,VIII,XX,CCCIX
